subject,language,abbreviation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb
34,D,2b,E,2,Kuh muht,muhen,"Kuh, Hund",3,1,2
34,D,5u,E,5,Auto wackelt,wackeln,"Auto, Wagen",3,1,2
34,D,8b,E,8,Robbe taucht ins Wasser,tauchen,"Robbe, Ball",3,1,2
34,D,1u,E,1,Ball liegt auf dem Boden.,liegen,"Ball, Pferd",3,1,2
35,D,10b,E,10,Seemann raucht,rauchen,"Seemann, Hund",1,2,3
35,D,3u,E,3,Auto f_hrt HŸgel herunter,fahren,"Auto, Wagen",1,2,3
35,D,6b,E,6,Kuh hŸpft,hŸpfen,"Kuh, Feuerwehrmann",1,2,3
35,D,4u,E,4,Ball liegt,liegen,"Ball, €rztin",1,2,3
35,D,2u,E,2,Auto hupt,hupen,"Auto, Hund",1,2,3
35,D,9b,E,9,Robbe liegt auf Felsen,liegen,"Robbe, Pferd",1,2,3
35,D,7b,E,7,B_uerin l_uft Weg entlang,laufen,"B_uerin, Kuh",1,2,3
35,D,6u,E,6,Ball hŸpft,hŸpfen,"Ball, Feuerwehrmann",1,2,3
35,D,3b,E,3,Pferd l_uft HŸgel herunter,laufen,"Pferd, Wagen",1,2,3
35,D,1b,E,1,Bauer liegt auf dem Boden,liegen,"Bauer, Pferd",1,2,3
35,D,10u,E,10,Boot qualmt,qualmen,"Boot, Hund",1,2,3
35,D,5b,E,5,€rztin tanzt,tanzen,"€rztin, Wagen",1,2,3
35,D,9u,E,9,Ball liegt auf Felsen,liegen,"Ball, Pferd",1,2,3
35,D,7u,E,7,Reifen rollt Weg entlang,rollen,"Reifen, Kuh",1,2,3
35,D,4b,E,4,B_uerin sitzt,sitzen,"B_uerin, €rztin",1,2,3
35,D,8u,E,8,Boot sinkt,sinken,"Boot, Ball",1,2,3
35,D,2b,E,2,Kuh muht,muhen,"Kuh, Hund",1,2,3
35,D,5u,E,5,Auto wackelt,wackeln,"Auto, Wagen",1,2,3
35,D,8b,E,8,Robbe taucht ins Wasser,tauchen,"Robbe, Ball",1,2,3
35,D,1u,E,1,Ball liegt auf dem Boden.,liegen,"Ball, Pferd",1,2,3
1,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3
1,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
1,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
1,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
1,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
1,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
1,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
1,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
1,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
1,E,2u,E,8,car honks,honk,"car, dog",2,1,3
1,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
1,E,,F,10,car shudders,shudder,car,,1,2
1,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
1,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
1,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
1,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
1,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
1,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
1,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
1,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
1,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
1,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
1,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
1,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
1,E,,F,23,tire lies,lie,tire,,1,2
1,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
1,E,,F,25,ball hops,hop,"ball, doctor",0,1,2
1,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
1,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3
1,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
1,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3
1,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
2,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
2,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
2,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
2,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
2,E,3u,E,3,car drives down the hill,drive,"car, cart",2,1,3
2,E,6b,E,4,cow hops,hop,"cow, fireman",2,1,3
2,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
2,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
2,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
2,E,2u,E,8,car honks,honk,"car, dog",3,1,2
2,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
2,E,,F,10,car shudders,shudder,car,,1,2
2,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",na,na,na
2,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
2,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
2,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
2,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
2,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
2,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
2,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
2,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
2,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
2,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
2,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
2,E,,F,23,tire lies,lie,tire,,1,2
2,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
2,E,,F,25,ball hops,hop,"ball, doctor",,1,2
2,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
2,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
2,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
2,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
2,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
3,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
3,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
3,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
3,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
3,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
3,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
3,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
3,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
3,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
3,E,2u,E,8,car honks,honk,"car, dog",3,1,2
3,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
3,E,,F,10,car shudders,shudder,car,,1,2
3,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
3,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
3,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
3,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
3,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
3,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
3,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
3,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
3,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
3,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
3,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
3,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
3,E,,F,23,tire lies,lie,tire,,1,2
3,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
3,E,,F,25,ball hops,hop,"ball, doctor",,1,2
3,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
3,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
3,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
3,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
3,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
4,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3
4,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
4,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
4,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,
4,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3
4,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3
4,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
4,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
4,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
4,E,2u,E,8,car honks,honk,"car, dog",1,2,3
4,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
4,E,,F,10,car shudders,shudder,car,,1,2
4,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,
4,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
4,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
4,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,
4,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
4,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
4,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
4,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
4,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
4,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,
4,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
4,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,,2
4,E,,F,23,tire lies,lie,tire,,1,2
4,E,8u,E,24,boat sinks,sink,"boat, ball",,1,2
4,E,,F,25,ball hops,hop,"ball, doctor",,1,2
4,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
4,E,5u,E,27,car shutters,shudder,"car, cart",2,1,3
4,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
4,E,8b,E,29,seal dives into the water,dive,"seal, ball",2,1,3
4,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3
5,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
5,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
5,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
5,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
5,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
5,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
5,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
5,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
5,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
5,E,2u,E,8,car honks,honk,"car, dog",3,1,2
5,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,,2
5,E,,F,10,car shudders,shudder,car,,1,2
5,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
5,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
5,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
5,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
5,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
5,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
5,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
5,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
5,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
5,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
5,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
5,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
5,E,,F,23,tire lies,lie,tire,,1,2
5,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
5,E,,F,25,ball hops,hop,"ball, doctor",,1,2
5,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
5,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
5,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
5,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
5,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
6,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3
6,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
6,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
6,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
6,E,3u,E,3,car drives down the hill,drive,1,1,2,3
6,E,6b,E,4,cow hops,hop,"cow, fireman",,1,2
6,E,,F,5,boat swims in the sea,swim,"sailor, boat",3,1,2
6,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
6,E,4u,E,7,ball lies,lie,"ball, doctor",,1,2
6,E,2u,E,8,car honks,honk,"car, dog",3,1,2
6,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
6,E,,F,10,car shudders,shudder,car,,1,2
6,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,
6,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
6,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
6,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3
6,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
6,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
6,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
6,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
6,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
6,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
6,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
6,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
6,E,,F,23,tire lies,lie,tire,,1,2
6,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
6,E,,F,25,ball hops,hop,"ball, doctor",,1,2
6,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3
6,E,5u,E,27,car shutters,shudder,3,3,1,2
6,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
6,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
6,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
7,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
7,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
7,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
7,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3
7,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
7,E,6b,E,4,cow hops,hop,"cow, fireman",2,1,3
7,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
7,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
7,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3
7,E,2u,E,8,car honks,honk,"car, dog",2,1,3
7,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3
7,E,,F,10,car shudders,shudder,car,,1,2
7,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
7,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
7,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3
7,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
7,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
7,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3
7,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
7,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
7,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
7,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
7,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
7,E,4b,E,22,farmer sits,sit,"farmer, doctor",na,na,na
7,E,,F,23,tire lies,lie,tire,,1,2
7,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
7,E,,F,25,ball hops,hop,"ball, doctor",,1,2
7,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
7,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
7,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
7,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
7,E,1u,E,30,ball lies on the ground,lie,"ball, horse",2,1,3
8,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
8,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2
8,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
8,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
8,E,3u,E,3,car drives down the hill,drive,"car, cart",2,1,3
8,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
8,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
8,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
8,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
8,E,2u,E,8,car honks,honk,"car, dog",3,1,2
8,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
8,E,,F,10,car shudders,shudder,car,,1,2
8,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3
8,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
8,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
8,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
8,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
8,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
8,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
8,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
8,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
8,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
8,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
8,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
8,E,,F,23,tire lies,lie,tire,,1,2
8,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
8,E,,F,25,ball hops,hop,"ball, doctor",,1,2
8,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
8,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
8,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
8,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
8,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
9,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2
9,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
9,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
9,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
9,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
9,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
9,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
9,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
9,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,
9,E,2u,E,8,car honks,honk,"car, dog",3,1,2
9,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
9,E,,F,10,car shudders,shudder,car,,1,2
9,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
9,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
9,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
9,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
9,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3
9,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
9,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
9,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3
9,E,5b,E,19,doctor dances,dance,"doctor, cart",3,,2
9,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
9,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
9,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
9,E,,F,23,tire lies,lie,tire,,1,2
9,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
9,E,,F,25,ball hops,hop,"ball, doctor",,1,2
9,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
9,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
9,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
9,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
9,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
10,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1
10,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2
10,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2
10,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
10,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
10,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
10,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
10,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
10,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2
10,E,2u,E,8,car honks,honk,"car, dog",3,1,2
10,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2
10,E,,F,10,car shudders,shudder,car,,1,2
10,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2
10,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2
10,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
10,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
10,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
10,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2
10,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2
10,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
10,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2
10,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
10,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2
10,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2
10,E,,F,23,tire lies,lie,tire,,1,2
10,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2
10,E,,F,25,ball hops,hop,"ball, doctor",,2,1
10,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2
10,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
10,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
10,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
10,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
11,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1
11,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2
11,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,3,2
11,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
11,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2
11,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
11,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,
11,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,
11,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,
11,E,2u,E,8,car honks,honk,car,2,1,3
11,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3
11,E,,F,10,car shudders,shudder,car,,1,2
11,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,
11,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3
11,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
11,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2
11,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
11,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,3,1
11,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3
11,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
11,E,5b,E,19,doctor dances,dance,"doctor, cart",2,1,3
11,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2
11,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
11,E,4b,E,22,farmer sits,sit,"farmer, doctor",2,1,3
11,E,,F,23,tire lies,lie,tire,,2,1
11,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
11,E,,F,25,ball hops,hop,"ball, doctor",,1,2
11,E,2b,E,26,cow moos,moo,"cow, dog",3,2,1
11,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2
11,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2
11,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2
11,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2
12,E,Tb,T,T,woman turns around,turn,"woman, dog",2,3,1
12,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3
12,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3
12,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2
12,E,3u,E,3,car drives down the hill,drive,"car, cart", ,,
12,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2
12,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2
12,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2
12,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3
12,E,2u,E,8,car honks,honk,"car, dog",1,2,3
12,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3
12,E,,F,10,car shudders,shudder,car,,1,2
12,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3
12,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3
12,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2
12,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3
12,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2
12,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3
12,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3
12,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2
12,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3
12,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3
12,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3
12,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3
12,E,,F,23,tire lies,lie,tire,,1,2
12,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3
