"","participant","language","item","category","order","framesetter","topic","verb","verbal_framesetter","verbal_topic","verbal_Verb","Forder_A","Vorder_A","Torder_A","Forder_V","Vorder_V","Torder_V","action_order","verbal_order"
"1926","9_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1927","9_T","T","8b","E","29","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"1928","9_T","T","1u","E","30","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1929","10_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1930","10_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1931","10_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1932","10_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1933","10_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1934","10_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1935","10_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1936","10_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1937","10_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1938","10_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1939","10_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1940","10_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1941","10_T","T","9u","E","20","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"1942","10_T","T","7u","E","21","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"1943","10_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1944","10_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1945","10_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1946","10_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1947","10_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1948","10_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1949","11_T","T","10b","E","1","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"1950","11_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1951","11_T","T","6b","E","4","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1952","11_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1953","11_T","T","2u","E","8","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1954","11_T","T","9b","E","9","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1955","11_T","T","7b","E","11","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1956","11_T","T","6u","E","12","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1957","11_T","T","3b","E","14","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1958","11_T","T","1b","E","16","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1959","11_T","T","10u","E","17","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1960","11_T","T","5b","E","19","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1961","11_T","T","9u","E","20","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1962","11_T","T","7u","E","21","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1963","11_T","T","4b","E","22","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1964","11_T","T","8u","E","24","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1965","11_T","T","2b","E","26","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1966","11_T","T","5u","E","27","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1967","11_T","T","8b","E","29","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1968","11_T","T","1u","E","30","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1969","12_T","T","10b","E","1","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1970","12_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1971","12_T","T","6b","E","4","1","3","2",2,1,3,"Ffirst","Vmid","Tlast","Fmid","Vlast","Tfirst","FVT","TFV"
"1972","12_T","T","4u","E","7","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"1973","12_T","T","2u","E","8","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"1974","12_T","T","9b","E","9","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"1975","12_T","T","7b","E","11","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1976","12_T","T","6u","E","12","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1977","12_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1978","12_T","T","1b","E","16","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1979","12_T","T","10u","E","17","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1980","12_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1981","12_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1982","12_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1983","12_T","T","4b","E","22","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1984","12_T","T","8u","E","24","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1985","12_T","T","2b","E","26","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1986","12_T","T","5u","E","27","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1987","12_T","T","8b","E","29","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1988","12_T","T","1u","E","30","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"1989","13_T","T","10b","E","1","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1990","13_T","T","3u","E","3","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1991","13_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1992","13_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1993","13_T","T","2u","E","8","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"1994","13_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1995","13_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"1996","13_T","T","6u","E","12","1","3","2",2,1,3,"Ffirst","Vmid","Tlast","Fmid","Vlast","Tfirst","FVT","TFV"
"1997","13_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1998","13_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"1999","13_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2000","13_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2001","13_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2002","13_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2003","13_T","T","4b","E","22","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2004","13_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2005","13_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2006","13_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2007","13_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2008","13_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2009","14_T","T","10b","E","1","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2010","14_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2011","14_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2012","14_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2013","14_T","T","2u","E","8","1","2","3",1,3,2,"Ffirst","Vlast","Tmid","Ffirst","Vmid","Tlast","FTV","FVT"
"2014","14_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2015","14_T","T","7b","E","11","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2016","14_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2017","14_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2018","14_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2019","14_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2020","14_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2021","14_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2022","14_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2023","14_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2024","14_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2025","14_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2026","14_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2027","14_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2028","14_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2029","15_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2030","15_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2031","15_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2032","15_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2033","15_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2034","15_T","T","9b","E","9","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2035","15_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2036","15_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2037","15_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2038","15_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2039","15_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2040","15_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2041","15_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2042","15_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2043","15_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2044","15_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2045","15_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2046","15_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2047","15_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2048","15_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2049","16_T","T","10b","E","1","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2050","16_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2051","16_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2052","16_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2053","16_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2054","16_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2055","16_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2056","16_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2057","16_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2058","16_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2059","16_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2060","16_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2061","16_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2062","16_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2063","16_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2064","16_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2065","16_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2066","16_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2067","16_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2068","16_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2069","17_T","T","10b","E","1","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2070","17_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2071","17_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2072","17_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2073","17_T","T","2u","E","8","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2074","17_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2075","17_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2076","17_T","T","6u","E","12","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2077","17_T","T","3b","E","14","2","3","1",1,2,3,"Fmid","Vfirst","Tlast","Ffirst","Vlast","Tmid","TVF","FTV"
"2078","17_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2079","17_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2080","17_T","T","5b","E","19","3","2","1",2,1,3,"Flast","Vfirst","Tmid","Fmid","Vlast","Tfirst","VTF","TFV"
"2081","17_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2082","17_T","T","7u","E","21","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2083","17_T","T","4b","E","22","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2084","17_T","T","8u","E","24","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2085","17_T","T","2b","E","26","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2086","17_T","T","5u","E","27","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2087","17_T","T","8b","E","29","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2088","17_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2089","18_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2090","18_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2091","18_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2092","18_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2093","18_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2094","18_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2095","18_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2096","18_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2097","18_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2098","18_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2099","18_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2100","18_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2101","18_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2102","18_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2103","18_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2104","18_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2105","18_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2106","18_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2107","18_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2108","18_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2109","19_T","T","10b","E","1","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2110","19_T","T","3u","E","3","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2111","19_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2112","19_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2113","19_T","T","2u","E","8","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2114","19_T","T","9b","E","9","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2115","19_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2116","19_T","T","6u","E","12","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2117","19_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2118","19_T","T","1b","E","16","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2119","19_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2120","19_T","T","5b","E","19","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2121","19_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
