"","participant","language","item","category","order","framesetter","topic","verb","verbal_framesetter","verbal_topic","verbal_Verb","Forder_A","Vorder_A","Torder_A","Forder_V","Vorder_V","Torder_V","action_order","verbal_order"
"2122","19_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2123","19_T","T","4b","E","22","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2124","19_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2125","19_T","T","2b","E","26","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2126","19_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2127","19_T","T","8b","E","29","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2128","19_T","T","1u","E","30","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2129","20_T","T","10b","E","1","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2130","20_T","T","3u","E","3","2","1","3",3,1,2,"Fmid","Vlast","Tfirst","Flast","Vmid","Tfirst","TFV","VFT"
"2131","20_T","T","6b","E","4","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2132","20_T","T","4u","E","7","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2133","20_T","T","2u","E","8","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2134","20_T","T","9b","E","9","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2135","20_T","T","7b","E","11","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2136","20_T","T","6u","E","12","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2137","20_T","T","3b","E","14","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2138","20_T","T","1b","E","16","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2139","20_T","T","10u","E","17","2","3","1",1,2,3,"Fmid","Vfirst","Tlast","Ffirst","Vlast","Tmid","TVF","FTV"
"2140","20_T","T","5b","E","19","2","3","1",3,1,2,"Fmid","Vfirst","Tlast","Flast","Vmid","Tfirst","TVF","VFT"
"2141","20_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2142","20_T","T","7u","E","21","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2143","20_T","T","4b","E","22","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2144","20_T","T","8u","E","24","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2145","20_T","T","2b","E","26","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2146","20_T","T","5u","E","27","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2147","20_T","T","8b","E","29","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2148","20_T","T","1u","E","30","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2149","21_T","T","10b","E","1","3","2","1",1,2,3,"Flast","Vfirst","Tmid","Ffirst","Vlast","Tmid","VTF","FTV"
"2150","21_T","T","3u","E","3","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2151","21_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2152","21_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2153","21_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2154","21_T","T","9b","E","9","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2155","21_T","T","7b","E","11","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2156","21_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2157","21_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2158","21_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2159","21_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2160","21_T","T","5b","E","19","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2161","21_T","T","9u","E","20","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2162","21_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2163","21_T","T","4b","E","22","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2164","21_T","T","8u","E","24","1","3","2",1,2,3,"Ffirst","Vmid","Tlast","Ffirst","Vlast","Tmid","FVT","FTV"
"2165","21_T","T","2b","E","26","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2166","21_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2167","21_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2168","21_T","T","1u","E","30","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2169","22_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2170","22_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2171","22_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2172","22_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2173","22_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2174","22_T","T","9b","E","9","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2175","22_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2176","22_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2177","22_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2178","22_T","T","1b","E","16","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2179","22_T","T","10u","E","17","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2180","22_T","T","5b","E","19","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2181","22_T","T","9u","E","20","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2182","22_T","T","7u","E","21","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2183","22_T","T","4b","E","22","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2184","22_T","T","8u","E","24","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2185","22_T","T","2b","E","26","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2186","22_T","T","5u","E","27","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2187","22_T","T","8b","E","29","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2188","22_T","T","1u","E","30","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2189","23_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2190","23_T","T","3u","E","3","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2191","23_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2192","23_T","T","4u","E","7","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2193","23_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2194","23_T","T","9b","E","9","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2195","23_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2196","23_T","T","6u","E","12","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2197","23_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2198","23_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2199","23_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2200","23_T","T","5b","E","19","2","1","3",1,3,2,"Fmid","Vlast","Tfirst","Ffirst","Vmid","Tlast","TFV","FVT"
"2201","23_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2202","23_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2203","23_T","T","4b","E","22","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2204","23_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2205","23_T","T","2b","E","26","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2206","23_T","T","5u","E","27","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2207","23_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2208","23_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2209","24_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2210","24_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2211","24_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2212","24_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2213","24_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2214","24_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2215","24_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2216","24_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2217","24_T","T","3b","E","14","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2218","24_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2219","24_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2220","24_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2221","24_T","T","9u","E","20","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2222","24_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2223","24_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2224","24_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2225","24_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2226","24_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2228","24_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2229","25_T","T","10b","E","1","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2230","25_T","T","3u","E","3","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2231","25_T","T","6b","E","4","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2232","25_T","T","4u","E","7","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2233","25_T","T","2u","E","8","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2234","25_T","T","9b","E","9","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2235","25_T","T","7b","E","11","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2236","25_T","T","6u","E","12","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2237","25_T","T","3b","E","14","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2238","25_T","T","1b","E","16","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2239","25_T","T","10u","E","17","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"2240","25_T","T","5b","E","19","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"2241","25_T","T","9u","E","20","3","1","2",3,1,2,"Flast","Vmid","Tfirst","Flast","Vmid","Tfirst","VFT","VFT"
"2242","25_T","T","7u","E","21","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2243","25_T","T","4b","E","22","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2244","25_T","T","8u","E","24","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2245","25_T","T","2b","E","26","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2246","25_T","T","5u","E","27","3","1","2",1,2,3,"Flast","Vmid","Tfirst","Ffirst","Vlast","Tmid","VFT","FTV"
"2247","25_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2248","25_T","T","1u","E","30","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2249","26_T","T","10b","E","1","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2250","26_T","T","3u","E","3","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2251","26_T","T","6b","E","4","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2252","26_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2253","26_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2254","26_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2255","26_T","T","7b","E","11","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2256","26_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2257","26_T","T","3b","E","14","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2258","26_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2259","26_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2260","26_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2261","26_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2262","26_T","T","7u","E","21","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2263","26_T","T","4b","E","22","1","2","3",2,1,3,"Ffirst","Vlast","Tmid","Fmid","Vlast","Tfirst","FTV","TFV"
"2264","26_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2265","26_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2266","26_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2267","26_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2268","26_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2269","27_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2270","27_T","T","3u","E","3","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2271","27_T","T","6b","E","4","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2272","27_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2273","27_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2274","27_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2275","27_T","T","7b","E","11","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2276","27_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2277","27_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2278","27_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2279","27_T","T","10u","E","17","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2280","27_T","T","5b","E","19","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2281","27_T","T","9u","E","20","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2282","27_T","T","7u","E","21","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2283","27_T","T","4b","E","22","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2284","27_T","T","8u","E","24","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2285","27_T","T","2b","E","26","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2286","27_T","T","5u","E","27","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2287","27_T","T","8b","E","29","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2288","27_T","T","1u","E","30","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2289","28_T","T","10b","E","1","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2290","28_T","T","3u","E","3","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2291","28_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2292","28_T","T","4u","E","7","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2293","28_T","T","2u","E","8","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2294","28_T","T","9b","E","9","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2295","28_T","T","7b","E","11","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2296","28_T","T","6u","E","12","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2297","28_T","T","3b","E","14","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2298","28_T","T","1b","E","16","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2299","28_T","T","10u","E","17","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2300","28_T","T","5b","E","19","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2301","28_T","T","9u","E","20","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2302","28_T","T","7u","E","21","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2303","28_T","T","4b","E","22","2","1","3",1,2,3,"Fmid","Vlast","Tfirst","Ffirst","Vlast","Tmid","TFV","FTV"
"2304","28_T","T","8u","E","24","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2305","28_T","T","2b","E","26","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2306","28_T","T","5u","E","27","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2307","28_T","T","8b","E","29","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2308","28_T","T","1u","E","30","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2309","29_T","T","10b","E","1","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2310","29_T","T","3u","E","3","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2311","29_T","T","6b","E","4","1","2","3",1,2,3,"Ffirst","Vlast","Tmid","Ffirst","Vlast","Tmid","FTV","FTV"
"2312","29_T","T","4u","E","7","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2313","29_T","T","2u","E","8","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2314","29_T","T","9b","E","9","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2315","29_T","T","7b","E","11","3","1","2",2,1,3,"Flast","Vmid","Tfirst","Fmid","Vlast","Tfirst","VFT","TFV"
"2316","29_T","T","6u","E","12","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2317","29_T","T","3b","E","14","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
"2318","29_T","T","1b","E","16","2","1","3",2,1,3,"Fmid","Vlast","Tfirst","Fmid","Vlast","Tfirst","TFV","TFV"
